"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP"
"342","Bo Horvat","NYI, VAN","C","79","1152.5833333333","19","19","13","6","38","71.70"
"380","Nick Schmaltz","ARI","C","63","940.76666666667","15","23","11","12","38","73.08"
"590","Brandon Hagel","T.B","L","81","1112.2166666667","17","21","10","11","38","64.41"
"102","John Tavares","TOR","C","80","1062.3666666667","16","21","11","10","37","71.15"
"108","Nazem Kadri","CGY","C","82","1082.65","13","24","14","10","37","69.81"
"141","Jason Zucker","PIT","L","78","1077.0333333333","24","13","7","6","37","68.52"
"231","Yanni Gourde","SEA","C","81","1129.7333333333","7","30","16","14","37","62.71"
"305","Pavel Buchnevich","STL","L","63","865.45","18","19","14","5","37","69.81"
"306","Jake Guentzel","PIT","L","78","1186.1666666667","16","21","16","5","37","62.71"
"450","Sebastian Aho","CAR","C","75","999.83333333333","22","15","13","2","37","69.81"
"540","Dillon Dube","CGY","C","82","994.26666666667","13","24","12","12","37","72.55"
"871","Dawson Mercer","N.J","C","82","1089.3666666667","20","17","12","5","37","67.27"
"52","Logan Couture","S.J","C","82","1042.0333333333","14","22","13","9","36","70.59"
"59","Mikael Backlund","CGY","C","82","1090.5","13","23","14","9","36","66.67"
"209","Jonathan Huberdeau","CGY","C","79","1029.4833333333","10","26","16","10","36","72.00"
"214","Dougie Hamilton","N.J","D","82","1422.55","13","23","11","12","36","44.44"
"335","Aleksander Barkov","FLA","C","68","911.61666666667","12","24","13","11","36","67.92"
"387","Ivan Barbashev","STL, VGK","C","82","1122.6833333333","12","24","12","12","36","67.92"
"406","Michael Bunting","TOR","L","82","1112.8333333333","14","22","16","6","36","55.38"
"444","Timo Meier","N.J, S.J","R","78","1181.95","22","14","9","5","36","60.00"
"645","Morgan Frost","PHI","C","81","1071.65","16","20","9","11","36","76.60"
"116","Tomas Tatar","N.J","L","82","1069.2333333333","15","20","7","13","35","57.38"
"224","Rickard Rakell","PIT","R","82","1199.9833333333","16","19","6","13","35","57.38"
"338","Elias Lindholm","CGY","C","80","994.28333333333","10","25","15","10","35","67.31"
"428","Andrew Mangiapane","CGY","L","82","1067.5333333333","15","20","13","7","35","60.34"
"458","Brock Boeser","VAN","R","74","998.36666666667","10","25","13","12","35","66.04"
"642","Robert Thomas","STL","C","73","1022.8","9","26","17","9","35","60.34"
"652","Martin Necas","CAR","C","82","1136.9833333333","13","22","19","3","35","58.33"
"665","Filip Chytil","NYR","C","74","934.7","17","18","13","5","35","72.92"
"711","Joel Farabee","PHI","L","82","1094.95","15","20","9","11","35","64.81"
"104","Matt Duchene","NSH","C","71","1000.15","12","22","11","11","34","66.67"
"115","Reilly Smith","VGK","R","78","988.1","11","23","14","9","34","72.34"
"144","Charlie Coyle","BOS","C","82","1070.1166666667","15","19","10","9","34","66.67"
"226","Jonathan Marchessault","VGK","C, R","76","1050.6666666667","16","18","11","7","34","70.83"
"310","Oliver Bjorkstrand","SEA","R","81","1046.85","15","19","10","9","34","69.39"
"385","Adrian Kempe","L.A","C, R","82","1100.05","22","12","8","4","34","68.00"
"402","Devon Toews","COL","D","80","1498.8166666667","6","28","10","18","34","43.04"
"526","Adam Fox","NYR","D","82","1435.05","8","26","12","14","34","49.28"
"674","Eetu Luostarinen","FLA","C","82","1011.8833333333","15","19","7","12","34","60.71"
"56","Patrick Kane","CHI, NYR","R","73","1097.4333333333","16","17","10","7","33","67.35"
"148","Justin Faulk","STL","D","82","1487.05","7","26","14","12","33","44.00"
"205","William Karlsson","VGK","C","82","1075","8","25","10","15","33","70.21"
"248","Tomas Hertl","S.J","C","79","1169.2833333333","13","20","10","10","33","62.26"
"392","Brandon Montour","FLA","D","80","1416.9","11","22","11","11","33","39.76"
"476","Lawson Crouse","ARI","L","77","1003.75","14","19","12","7","33","67.35"
"480","Joel Eriksson Ek","MIN","C","78","951.61666666667","7","26","16","10","33","84.62"
"502","Kirill Kaprizov","MIN","L","67","1039.0333333333","18","15","9","6","33","75.00"
"571","Mikhail Sergachev","T.B","D","79","1422.6","7","26","15","11","33","45.83"
"639","Owen Tippett","PHI","R","77","1071.35","16","17","11","6","33","63.46"
"726","Andrei Svechnikov","CAR","R","64","889.65","17","16","10","6","33","73.33"
"731","Rasmus Dahlin","BUF","D","78","1529.2833333333","9","24","14","10","33","40.24"
"893","Alexander Barabanov","S.J","L","68","978.95","12","21","13","8","33","68.75"
"926","Wyatt Johnston","DAL","C","82","1066.2833333333","21","12","8","4","33","61.11"
"12","Blake Wheeler","WPG","R","72","940.31666666667","7","25","15","10","32","76.19"
"29","Brad Marchand","BOS","L","73","924.3","10","22","16","6","32","68.09"
"152","Kevin Hayes","PHI","C","81","1131.0666666667","10","22","19","3","32","71.11"
"168","Nino Niederreiter","NSH, WPG","R","78","1011.7666666667","19","13","6","7","32","69.57"
"194","Blake Coleman","CGY","C","82","1104.0833333333","12","20","12","8","32","72.73"
"211","Ryan Strome","ANA","C","82","1132.3833333333","10","22","10","12","32","68.09"
"375","Dylan Larkin","DET","C","80","1034.5333333333","9","23","16","7","32","69.57"
"408","Gustav Forsling","FLA","D","82","1487.6","12","20","14","6","32","40.51"
"455","Travis Konecny","PHI","R","60","850.38333333333","17","15","11","4","32","86.49"
"472","Daniel Sprong","SEA","R","66","618.81666666667","15","17","14","3","32","80.00"
"810","Kaapo Kakko","NYR","R","82","1111.15","15","17","11","6","32","61.54"
"7","Patrice Bergeron","BOS","C","78","882.36666666667","14","17","8","9","31","67.39"
"38","Jordan Staal","CAR","C","81","1044.25","15","16","6","10","31","68.89"
"71","Alex Pietrangelo","VGK","D","73","1297.6","7","24","10","14","31","49.21"
"79","Roman Josi","NSH","D","67","1289","8","23","15","8","31","49.21"
"130","Anders Lee","NYI","L","82","1100.2333333333","20","11","7","4","31","57.41"
"143","Evgeny Kuznetsov","WSH","C","81","1043.8666666667","6","25","17","8","31","67.39"
"154","Vladimir Tarasenko","NYR, STL","R","69","940.71666666667","12","19","10","9","31","67.39"
"164","Tyler Seguin","DAL","C","76","955.78333333333","10","21","10","11","31","75.61"
"217","J.T. Miller","VAN","C","81","1108.75","11","20","14","6","31","77.50"
"265","Jordan Martinook","CAR","L","82","1085.35","11","20","14","6","31","60.78"
"340","Darnell Nurse","EDM","D","82","1524.1833333333","7","24","12","12","31","42.47"
"344","Max Domi","CHI, DAL","C","80","1123.2833333333","7","24","17","7","31","67.39"
"500","Conor Garland","VAN","R","81","1045.4","12","19","9","10","31","77.50"
"713","Quinn Hughes","VAN","D","78","1469.2","4","27","13","14","31","38.27"
"720","K'Andre Miller","NYR","D","79","1465.3","7","24","9","15","31","46.27"
"5","Brent Burns","CAR","D","82","1390.9833333333","12","18","13","5","30","46.88"
"138","Mats Zuccarello","MIN","R","78","1170.6","9","21","18","3","30","69.77"
"322","J.T. Compher","COL","L","82","1188.5833333333","12","18","11","7","30","60.00"
"459","Mathew Barzal","NYI","C","58","819.2","9","21","16","5","30","76.92"
"482","Jake DeBrusk","BOS","L","64","757.25","19","11","8","3","30","63.83"
"534","Alex DeBrincat","OTT","R","82","1138","12","18","14","4","30","71.43"
"536","Patrik Laine","CBJ","L","55","803.8","13","17","10","7","30","83.33"
"567","Pierre-Luc Dubois","WPG","L","73","1011.0166666667","12","18","8","10","30","61.22"
"650","Miro Heiskanen","DAL","D","79","1523.6333333333","5","25","12","13","30","41.10"
"846","Matias Maccelli","ARI","L","64","812.81666666667","8","22","13","9","30","83.33"
"867","Jack Quinn","BUF","R","75","852.36666666667","13","17","9","8","30","65.22"
"139","Calle Jarnkrok","TOR","C","73","812.4","16","13","6","7","29","72.50"
"366","Sam Reinhart","FLA","C","82","1074.65","9","20","12","8","29","74.36"
"415","Kevin Labanc","S.J","R","72","901.43333333333","13","16","12","4","29","61.70"
"467","Jack Roslovic","CBJ","C","77","931.3","6","23","15","8","29","72.50"
"470","Anthony Beauvillier","NYI, VAN","L","82","1102.3","12","17","10","7","29","59.18"
"548","Trent Frederic","BOS","C","79","884.71666666667","16","13","6","7","29","61.70"
"638","Gabriel Vilardi","L.A","C, R","63","766.76666666667","17","12","7","5","29","87.88"
"679","Drake Batherson","OTT","R","82","1142.7666666667","7","22","15","7","29","67.44"
"725","Jesperi Kotkaniemi","CAR","C","82","1020.5833333333","12","17","5","12","29","67.44"
"870","Alexis Lafrenière","NYR","L","81","1083.6666666667","12","17","8","9","29","58.00"
"55","David Perron","DET","L","82","1035.1","15","13","11","2","28","56.00"
"113","Chris Kreider","NYR","L","79","996.15","19","9","6","3","28","58.33"
"131","Nick Jensen","WSH","D","77","1351.8666666667","5","23","14","9","28","54.90"
"169","Bryan Rust","PIT","R","81","1082.1833333333","14","14","7","7","28","54.90"
"210","Adam Larsson","SEA","D","82","1607.15","6","22","12","10","28","32.18"
"222","Phillip Danault","L.A","C","82","1104.1833333333","13","15","9","6","28","71.79"
"235","Hampus Lindholm","BOS","D","80","1381.6333333333","6","22","12","10","28","36.84"
"318","Shea Theodore","VGK","D","55","983.51666666667","5","23","9","14","28","53.85"
"660","Cale Makar","COL","D","60","1087.8833333333","9","19","9","10","28","50.91"
"791","Blake Lizotte","L.A","C","81","910.96666666667","10","18","14","4","28","65.12"
"811","Matt Boldy","MIN","L","81","1075.9333333333","20","8","3","5","28","70.00"
"97","Kyle Palmieri","NYI","C","55","748.03333333333","13","14","11","3","27","61.36"
"129","Erik Haula","N.J","L","80","1038.0666666667","10","17","10","7","27","54.00"
"192","Nick Cousins","FLA","C","79","844.83333333333","9","18","8","10","27","69.23"
"227","Barclay Goodrow","NYR","C","82","955.4","10","17","9","8","27","69.23"
"239","Brady Skjei","CAR","D","81","1433.6666666667","11","16","6","10","27","45.00"
"266","Damon Severson","N.J","D","81","1365.2166666667","4","23","11","12","27","45.00"
"275","Andreas Athanasiou","CHI","C","81","1090.7666666667","14","13","8","5","27","71.05"
"320","Ryan Hartman","MIN","R","59","794.65","11","16","10","6","27","77.14"
"329","Artturi Lehkonen","COL","L","64","927.71666666667","10","17","8","9","27","56.25"
"368","Sam Bennett","FLA","C","63","825.33333333333","9","18","11","7","27","61.36"
"376","Sonny Milano","WSH","L","64","763.65","10","17","8","9","27","67.50"
"396","Warren Foegele","EDM","L","67","776.01666666667","12","15","10","5","27","77.14"
"403","Viktor Arvidsson","L.A","L, R","77","1072.4166666667","12","15","12","3","27","65.85"
"429","Frank Vatrano","ANA","R","81","1088.9833333333","13","14","9","5","27","71.05"
"454","Tommy Novak","NSH","C","51","581.21666666667","11","16","11","5","27","81.82"
"623","Morgan Geekie","SEA","C","69","655.71666666667","8","19","11","8","27","65.85"
"886","JJ Peterka","BUF","R","77","924.71666666667","10","17","12","5","27","61.36"
"1","Eric Staal","FLA","C","72","816.86666666667","12","14","8","6","26","78.79"
"103","Victor Hedman","T.B","D","76","1373.8333333333","6","20","10","10","26","41.94"
"150","Nick Bjugstad","ARI, EDM","C","78","1006.9166666667","15","11","6","5","26","60.47"
"153","Cam Fowler","ANA","D","82","1509.2","6","20","10","10","26","47.27"
"200","Boone Jenner","CBJ","C","68","1050.6","15","11","7","4","26","61.90"
"201","Brandon Saad","STL","L","71","933.48333333333","12","14","11","3","26","63.41"
"252","Filip Forsberg","NSH","L","50","651.11666666667","14","12","8","4","26","72.22"
"295","MacKenzie Weegar","CGY","D","81","1430.7333333333","4","22","8","14","26","41.94"
"313","Andrew Copp","DET","C","82","1062.2166666667","5","21","14","7","26","65.00"
"356","Conor Sheary","WSH","L","82","1029.2666666667","11","15","11","4","26","54.17"
"517","Brandon Tanev","SEA","L","82","917.81666666667","10","16","10","6","26","65.00"
"528","Charlie McAvoy","BOS","D","67","1093.2333333333","3","23","13","10","26","43.33"
"737","Barrett Hayton","ARI","C","82","1075.4333333333","12","14","8","6","26","50.98"
"742","Noah Dobson","NYI","D","78","1211.5666666667","7","19","12","7","26","42.62"
"836","Alex Newhook","COL","C","82","999.35","11","15","8","7","26","60.47"
"40","Phil Kessel","VGK","C, R","82","917.28333333333","12","13","5","8","25","64.10"
"86","Adam Henrique","ANA","C","62","772.83333333333","15","10","4","6","25","71.43"
"162","Taylor Hall","BOS","L","61","788.63333333333","9","16","10","6","25","65.79"
"173","Jesper Fast","CAR","R","80","1025.5166666667","10","15","5","10","25","59.52"
"278","Josh Anderson","MTL","R","69","918.85","15","10","7","3","25","53.19"
"330","William Carrier","VGK","L","56","660.38333333333","16","9","8","1","25","78.13"
"346","Alex Wennberg","SEA","C","82","1093.3333333333","7","18","11","7","25","58.14"
"371","Nikolaj Ehlers","WPG","L","45","549.55","9","16","12","4","25","92.59"
"393","Ryan Donato","SEA","C","71","751.83333333333","14","11","8","3","25","59.52"
"400","Michael Amadio","VGK","C, R","67","774.06666666667","15","10","8","2","25","64.10"
"418","Pierre Engvall","NYI, TOR","L","76","909.95","15","10","7","3","25","55.56"
"566","Samuel Girard","COL","D","76","1387.9","4","21","7","14","25","45.45"
"681","Noah Cates","PHI","L","82","1094.1666666667","8","17","9","8","25","59.52"
"716","Evan Bouchard","EDM","D","82","1234.7666666667","5","20","7","13","25","37.88"
"837","Ilya Mikheyev","VAN","R","46","619.63333333333","12","13","8","5","25","62.50"
"865","Seth Jarvis","CAR","C","82","1090.0833333333","13","12","6","6","25","55.56"
"176","Mark Stone","VGK","R","43","620.35","11","13","8","5","24","68.57"
"267","Colton Sissons","NSH","C","82","972.28333333333","9","15","4","11","24","68.57"
"277","Erik Gustafsson","TOR, WSH","D","70","1143.9","7","17","9","8","24","44.44"
"283","Alexander Kerfoot","TOR","C","82","971.93333333333","6","18","10","8","24","58.54"
"292","Dominik Kubalik","DET","L","81","957.71666666667","12","12","9","3","24","55.81"
"311","Miles Wood","N.J","L","76","819.96666666667","11","13","9","4","24","75.00"
"343","Valeri Nichushkin","COL","R","53","734.91666666667","5","19","10","9","24","63.16"
"382","Kasperi Kapanen","PIT, STL","R","66","737.65","8","16","12","4","24","77.42"
"416","Sammy Blais","NYR, STL","L","71","767.4","9","15","6","9","24","72.73"
"432","Noah Hanifin","CGY","D","81","1406.8333333333","5","19","10","9","24","35.29"
"433","Rasmus Andersson","CGY","D","79","1393.05","8","16","11","5","24","35.29"
"490","Evan Rodrigues","COL","C","69","1021.45","8","16","9","7","24","47.06"
"573","Michael McLeod","N.J","C","80","860.78333333333","3","21","11","10","24","70.59"
"667","Alex Iafallo","L.A","L","59","725.23333333333","6","18","10","8","24","75.00"
"669","Neal Pionk","WPG","D","82","1419.4833333333","6","18","7","11","24","42.11"
"736","Ty Dellandrea","DAL","C","82","976.08333333333","8","16","9","7","24","57.14"
"790","Nico Sturm","S.J","C","74","852.51666666667","12","12","7","5","24","64.86"
"804","Cole Caufield","MTL","R","46","632.65","17","7","2","5","24","64.86"
"913","Kent Johnson","CBJ","C","79","964.3","9","15","11","4","24","61.54"
"916","Owen Power","BUF","D","79","1560.3833333333","3","21","8","13","24","27.27"
"927","Mason McTavish","ANA","C","80","999.18333333333","8","16","12","4","24","72.73"
"92","Jared Spurgeon","MIN","D","79","1274.6166666667","9","14","7","7","23","40.35"
"96","Marcus Johansson","MIN, WSH","L","80","972.45","11","12","8","4","23","51.11"
"120","Mattias Ekholm","EDM, NSH","D","78","1304.2333333333","8","15","10","5","23","36.51"
"132","Nic Dowd","WSH","C","65","692.23333333333","13","10","7","3","23","74.19"
"156","Jaden Schwartz","SEA","C","71","997.88333333333","9","14","8","6","23","65.71"
"191","Adam Lowry","WPG","C","82","932.61666666667","9","14","7","7","23","69.70"
"312","Nicholas Paul","T.B","L","80","1041.1333333333","9","14","7","7","23","53.49"
"417","Victor Olofsson","BUF","L","75","847.28333333333","17","6","5","1","23","67.65"
"512","Mason Marchment","DAL","L","68","923.5","8","15","9","6","23","74.19"
"586","Ross Colton","T.B","C","81","889.33333333333","12","11","8","3","23","71.88"
"668","David Kampf","TOR","C","82","997.93333333333","7","16","7","9","23","62.16"
"739","Jack McBain","ARI","C","82","927.35","10","13","8","5","23","74.19"
"745","Rasmus Sandin","TOR, WSH","D","71","1157.8666666667","7","16","6","10","23","38.33"
"773","Yegor Sharangovich","N.J","C","75","897.88333333333","9","14","8","6","23","63.89"
"784","Logan O'Connor","COL","R","82","985.21666666667","7","16","11","5","23","60.53"
"826","Shane Pinto","OTT","C","82","1055.6666666667","14","9","4","5","23","63.89"
"883","Cole Perfetti","WPG","C","51","662.75","5","18","8","10","23","79.31"
"21","T.J. Oshie","WSH","R","58","723.9","10","12","5","7","22","75.86"
"58","Evgenii Dadonov","DAL, MTL","R","73","908.41666666667","7","15","8","7","22","57.89"
"185","Dylan DeMelo","WPG","D","75","1230.2666666667","3","19","9","10","22","41.51"
"197","Jean-Gabriel Pageau","NYI","C","70","861.36666666667","3","19","11","8","22","62.86"
"199","Scott Mayfield","NYI","D","82","1442.2333333333","6","16","7","9","22","43.14"
"204","Matt Nieto","COL, S.J","L","81","897.68333333333","11","11","4","7","22","56.41"
"216","Jamie Oleksiak","SEA","D","75","1193.75","7","15","6","9","22","37.93"
"241","Scott Laughton","PHI","C","78","1056.1","8","14","6","8","22","52.38"
"243","Olli Maatta","DET","D","78","1282.7166666667","5","17","8","9","22","53.66"
"254","Matt Grzelcyk","BOS","D","75","1186.4833333333","3","19","8","11","22","31.43"
"316","Andre Burakovsky","SEA","L","49","656.25","8","14","10","4","22","73.33"
"350","Anthony Mantha","WSH","R","67","854.41666666667","10","12","8","4","22","62.86"
"362","Frederick Gaudreau","MIN","C","82","980.78333333333","9","13","8","5","22","61.11"
"553","Tyson Jost","BUF, MIN","C","71","826.2","5","17","8","9","22","68.75"
"635","Eeli Tolvanen","NSH, SEA","R","61","722.05","14","8","5","3","22","53.66"
"4","Zach Parise","NYI","L","82","1007.1","12","9","6","3","21","60.00"
"9","Mark Giordano","TOR","D","78","1211.1666666667","2","19","8","11","21","37.50"
"30","Nick Foligno","BOS","L","60","637.45","8","13","10","3","21","63.64"
"50","James van Riemsdyk","PHI","L","61","772.25","8","13","7","6","21","61.76"
"74","Josh Bailey","NYI","R","64","774.18333333333","8","13","8","5","21","60.00"
"98","Ryan O'Reilly","STL, TOR","C","53","728.55","11","10","5","5","21","63.64"
"105","Evander Kane","EDM","L","41","641.93333333333","14","7","3","4","21","80.77"
"117","Tyson Barrie","EDM, NSH","D","85","1309.9833333333","8","13","8","5","21","41.18"
"118","Dmitry Orlov","BOS, WSH","D","66","1178.3","4","17","5","12","21","43.75"
"167","Mikael Granlund","NSH, PIT","C","79","1011.0166666667","6","15","8","7","21","58.33"
"184","Travis Boyd","ARI","C","82","1036.0833333333","12","9","5","4","21","53.85"
"223","Vladislav Namestnikov","T.B, WPG","C","77","824.15","7","14","5","9","21","61.76"
"244","Mike Matheson","MTL","D","48","858.26666666667","6","15","10","5","21","58.33"
"251","Jacob Trouba","NYR","D","82","1418.7333333333","5","16","8","8","21","31.82"
"255","Colton Parayko","STL","D","79","1554.75","4","17","5","12","21","42.00"
"269","Jake McCabe","CHI, TOR","D","76","1275.35","3","18","9","9","21","34.43"
"274","Jaccob Slavin","CAR","D","76","1368.75","4","17","8","9","21","35.59"
"279","Matthew Benning","S.J","D","77","1205.5833333333","1","20","11","9","21","45.65"
"315","Ryan Graves","N.J","D","78","1326.8833333333","8","13","4","9","21","30.00"
"347","Ryan Pulock","NYI","D","82","1438.35","4","17","8","9","21","31.34"
"361","Garnet Hathaway","BOS, WSH","R","84","851.23333333333","13","8","3","5","21","63.64"
"388","Marcus Pettersson","PIT","D","68","1225.2333333333","1","20","13","7","21","37.50"
"452","Christian Fischer","ARI","R","80","948.38333333333","11","10","7","3","21","70.00"
"489","Anthony Cirelli","T.B","C","58","740.9","7","14","10","4","21","60.00"
"539","Jakob Chychrun","ARI, OTT","D","48","857.11666666667","4","17","5","12","21","46.67"
"543","Sam Steel","MIN","C","65","828.06666666667","8","13","5","8","21","56.76"
"616","Kailer Yamamoto","EDM","R","58","821.9","9","12","5","7","21","52.50"
"625","Michael Rasmussen","DET","C","56","676.4","7","14","9","5","21","67.74"
"632","Jesper Boqvist","N.J","C","70","758.43333333333","10","11","4","7","21","63.64"
"795","Peyton Krebs","BUF","C","74","873.88333333333","7","14","7","7","21","70.00"
"806","Moritz Seider","DET","D","82","1326.4166666667","3","18","9","9","21","38.18"
"2","Ryan Suter","DAL","D","82","1363.85","3","17","7","10","20","36.36"
"73","Luke Schenn","TOR, VAN","D","70","1013.9","4","16","10","6","20","40.82"
"88","Gustav Nyquist","CBJ, MIN","C, L","51","677.16666666667","8","12","7","5","20","74.07"
"95","Mike Hoffman","MTL","L","67","834.58333333333","11","9","5","4","20","64.52"
"112","Nick Leddy","STL","D","78","1448.0333333333","2","18","10","8","20","30.77"
"221","Stefan Noesen","CAR","R","78","735","5","15","8","7","20","64.52"
"249","Teuvo Teravainen","CAR","L","68","824.26666666667","4","16","12","4","20","54.05"
"299","Connor Clifton","BOS","D","78","1235.35","4","16","8","8","20","34.48"
"319","Jason Dickinson","CHI","C","78","1003.0666666667","8","12","7","5","20","62.50"
"333","Brett Pesce","CAR","D","82","1449.25","2","18","11","7","20","30.77"
"337","Seth Jones","CHI","D","72","1309.1333333333","8","12","6","6","20","40.00"
"357","Trevor van Riemsdyk","WSH","D","75","1172.2833333333","7","13","5","8","20","32.79"
"404","Sam Lafferty","CHI, TOR","C","70","829.75","8","12","7","5","20","76.92"
"405","Danton Heinen","PIT","L","65","642.25","7","13","8","5","20","80.00"
"409","Dakota Joshua","VAN","C","79","811.73333333333","9","11","5","6","20","83.33"
"497","Denis Malgin","COL, TOR","C","65","661.36666666667","13","7","5","2","20","80.00"
"514","Ryan Lomberg","FLA","L","82","882.03333333333","12","8","5","3","20","52.63"
"563","Taylor Raddysh","CHI","R","78","1014.2","12","8","3","5","20","64.52"
"627","Cody Glass","NSH","C","72","842.98333333333","6","14","7","7","20","58.82"
"675","Fabian Zetterlund","N.J, S.J","L","67","816.83333333333","5","15","11","4","20","62.50"
"686","Nick Perbix","T.B","D","69","1010.9166666667","5","15","10","5","20","40.82"
"697","Sean Durzi","L.A","D","72","1105.0666666667","8","12","5","7","20","43.48"
"702","Pius Suter","DET","C","79","937.36666666667","12","8","5","3","20","64.52"
"707","Eric Robinson","CBJ","L","72","825.6","10","10","4","6","20","90.91"
"715","Ryan McLeod","EDM","C","57","645.16666666667","9","11","8","3","20","74.07"
"767","Alexander Romanov","NYI","D","76","1288.8","2","18","9","9","20","37.74"
